ProID,Info,,time,Value,
,,,0.004344,-0.024,
,,,0.004352,-0.024,
,,,0.00436,-0.024,
,,,0.004368,-0.024,
,,,0.004376,-0.024,
,,,0.004384,-0.024,
,,,0.004392,-0.024,
,,,0.0044,-0.024,
,,,0.004408,-0.016,
,,,0.004416,-0.016,
,,,0.004424,-0.016,
,,,0.004432,-0.016,
,,,0.00444,-0.024,
,,,0.004448,-0.008,
,,,0.004456,-0.024,
,,,0.004464,0.016,
,,,0.004472,-0.008,
,,,0.00448,-0.008,
,,,0.004488,-0.008,
,,,0.004496,-0.056,
,,,0.004504,-0.008,
,,,0.004512,-0.024,
,,,0.00452,-0.016,
,,,0.004528,-0.016,
,,,0.004536,-0.024,
,,,0.004544,-0.024,
,,,0.004552,-0.016,
,,,0.00456,0.0,
,,,0.004568,-0.024,
,,,0.004576,-0.016,
,,,0.004584,-0.024,
,,,0.004592,-0.024,
,,,0.0046,-0.008,
,,,0.004608,-0.024,
,,,0.0046159998,-0.016,
,,,0.004624,-0.024,
,,,0.004632,-0.024,
,,,0.00464,-0.024,
,,,0.004648,-0.024,
,,,0.004656,-0.016,
,,,0.004664,-0.024,
,,,0.004672,-0.024,
,,,0.00468,-0.024,
,,,0.004688,-0.016,
,,,0.004696,-0.016,
,,,0.004704,-0.016,
,,,0.004712,-0.016,
,,,0.00472,-0.016,
,,,0.004728,-0.024,
,,,0.004736,-0.024,
,,,0.004744,-0.024,
,,,0.004752,-0.016,
,,,0.00476,-0.024,
,,,0.004768,-0.024,
,,,0.004776,-0.024,
,,,0.004784,-0.024,
,,,0.004792,-0.016,
,,,0.0047999998,-0.016,
,,,0.004808,-0.032,
,,,0.004816,-0.024,
,,,0.004824,-0.016,
,,,0.004832,-0.024,
,,,0.00484,-0.024,
,,,0.004848,-0.016,
,,,0.004856,-0.024,
,,,0.004864,-0.024,
,,,0.004872,-0.016,
,,,0.00488,-0.024,
,,,0.004888,-0.024,
,,,0.004896,-0.024,
,,,0.004904,-0.024,
,,,0.004912,-0.024,
,,,0.00492,-0.024,
,,,0.004928,-0.024,
,,,0.004936,-0.024,
,,,0.004944,-0.024,
,,,0.004952,-0.016,
,,,0.00496,-0.024,
,,,0.004968,-0.024,
,,,0.004976,-0.016,
,,,0.0049839998,-0.016,
,,,0.004992,-0.024,
,,,0.005,-0.016,
,,,0.005008,-0.024,
,,,0.005016,-0.016,
,,,0.005024,-0.024,
,,,0.005032,-0.016,
,,,0.00504,-0.024,
,,,0.005048,-0.016,
,,,0.005056,-0.024,
,,,0.005064,-0.024,
,,,0.005072,-0.024,
,,,0.00508,-0.016,
,,,0.005088,-0.016,
,,,0.005096,-0.016,
,,,0.005104,-0.024,
,,,0.005112,-0.016,
,,,0.00512,-0.024,
,,,0.005128,-0.024,
,,,0.005136,-0.024,
,,,0.005144,-0.040000003,
,,,0.005152,-0.024,
,,,0.00516,-0.008,
,,,0.005168,-0.056,
,,,0.005176,-0.068,
,,,0.005184,-0.024,
,,,0.005192,-0.016,
