ProID,Info,,time,Value,
,,,0.004408,-0.072000004,
,,,0.004416,-0.032,
,,,0.004424,-0.14,
,,,0.004432,-0.040000003,
,,,0.00444,-0.024,
,,,0.004448,-0.056,
,,,0.004456,-0.024,
,,,0.004464,-0.148,
,,,0.004472,-0.032,
,,,0.00448,-0.040000003,
,,,0.004488,-0.048,
,,,0.004496,-0.024,
,,,0.004504,-0.116000004,
,,,0.004512,-0.032,
,,,0.00452,-0.064,
,,,0.004528,-0.048,
,,,0.004536,-0.024,
,,,0.004544,-0.096,
,,,0.004552,-0.032,
,,,0.00456,-0.096,
,,,0.004568,-0.040000003,
,,,0.004576,-0.024,
,,,0.004584,-0.072000004,
,,,0.004592,-0.032,
,,,0.0046,-0.124000005,
,,,0.004608,-0.032,
,,,0.0046159998,-0.024,
,,,0.004624,-0.056,
,,,0.004632,-0.032,
,,,0.00464,-0.14,
,,,0.004648,-0.032,
,,,0.004656,-0.032,
,,,0.004664,-0.048,
,,,0.004672,-0.024,
,,,0.00468,-0.132,
,,,0.004688,-0.032,
,,,0.004696,-0.048,
,,,0.004704,-0.040000003,
,,,0.004712,-0.024,
,,,0.00472,-0.08800001,
,,,0.004728,-0.032,
,,,0.004736,-0.072000004,
,,,0.004744,-0.040000003,
,,,0.004752,-0.024,
,,,0.00476,-0.072000004,
,,,0.004768,-0.032,
,,,0.004776,-0.096,
,,,0.004784,-0.032,
,,,0.004792,-0.024,
,,,0.0047999998,-0.056,
,,,0.004808,-0.024,
,,,0.004816,-0.116000004,
,,,0.004824,-0.032,
,,,0.004832,-0.024,
,,,0.00484,-0.056,
,,,0.004848,-0.024,
,,,0.004856,-0.132,
,,,0.004864,-0.032,
,,,0.004872,-0.032,
,,,0.00488,-0.048,
,,,0.004888,-0.024,
,,,0.004896,-0.08800001,
,,,0.004904,-0.032,
,,,0.004912,-0.056,
,,,0.00492,-0.040000003,
,,,0.004928,-0.024,
,,,0.004936,-0.080000006,
,,,0.004944,-0.032,
,,,0.004952,-0.072000004,
,,,0.00496,-0.040000003,
,,,0.004968,-0.024,
,,,0.004976,-0.064,
,,,0.0049839998,-0.024,
,,,0.004992,-0.096,
,,,0.005,-0.032,
,,,0.005008,-0.024,
,,,0.005016,-0.056,
,,,0.005024,-0.032,
,,,0.005032,-0.124000005,
,,,0.00504,-0.040000003,
,,,0.005048,-0.056,
,,,0.005056,-0.024,
,,,0.005064,0.008,
,,,0.005072,-0.072000004,
,,,0.00508,-0.016,
,,,0.005088,-0.040000003,
,,,0.005096,-0.024,
,,,0.005104,-0.024,
,,,0.005112,-0.072000004,
,,,0.00512,-0.032,
,,,0.005128,-0.056,
,,,0.005136,-0.032,
,,,0.005144,-0.024,
,,,0.005152,-0.056,
,,,0.00516,-0.024,
,,,0.005168,-0.072000004,
,,,0.005176,-0.032,
,,,0.005184,-0.024,
,,,0.005192,-0.048,
,,,0.0052,-0.024,
,,,0.005208,-0.080000006,
,,,0.005216,-0.032,
,,,0.005224,-0.024,
,,,0.005232,-0.048,
,,,0.00524,-0.024,
,,,0.005248,-0.080000006,
,,,0.005256,-0.032,
,,,0.005264,-0.024,
,,,0.005272,-0.040000003,
,,,0.00528,-0.024,
,,,0.005288,-0.072000004,
,,,0.005296,-0.032,
,,,0.005304,-0.040000003,
,,,0.005312,-0.040000003,
,,,0.00532,-0.024,
,,,0.005328,-0.056,
,,,0.005336,-0.024,
,,,0.005344,-0.056,
,,,0.005352,-0.032,
,,,0.00536,-0.024,
,,,0.005368,-0.048,
,,,0.005376,-0.024,
,,,0.005384,-0.032,
,,,0.005392,-0.032,
,,,0.0054,-0.024,
,,,0.005408,-0.040000003,
,,,0.005416,-0.024,
,,,0.005424,-0.080000006,
,,,0.005432,-0.032,
,,,0.00544,-0.024,
,,,0.005448,-0.040000003,
,,,0.005456,-0.024,
,,,0.005464,-0.072000004,
,,,0.0054719998,-0.024,
,,,0.00548,-0.032,
,,,0.005488,-0.040000003,
,,,0.005496,-0.024,
,,,0.005504,-0.056,
,,,0.005512,-0.024,
,,,0.00552,-0.040000003,
,,,0.005528,-0.032,
,,,0.005536,-0.024,
,,,0.005544,-0.048,
,,,0.005552,-0.024,
,,,0.00556,-0.064,
,,,0.005568,-0.032,
,,,0.005576,-0.024,
,,,0.005584,-0.040000003,
,,,0.005592,-0.024,
,,,0.0056,-0.072000004,
,,,0.005608,-0.032,
,,,0.005616,-0.024,
,,,0.005624,-0.040000003,
,,,0.005632,-0.024,
,,,0.00564,-0.072000004,
,,,0.005648,-0.024,
,,,0.0056559998,-0.024,
,,,0.005664,-0.032,
,,,0.005672,-0.024,
,,,0.00568,-0.056,
,,,0.005688,-0.024,
,,,0.005696,-0.032,
,,,0.005704,-0.032,
,,,0.005712,-0.024,
,,,0.00572,-0.048,
,,,0.005728,-0.024,
,,,0.005736,-0.048,
,,,0.005744,-0.024,
,,,0.005752,-0.024,
,,,0.00576,-0.040000003,
,,,0.005768,-0.024,
,,,0.005776,-0.056,
,,,0.005784,-0.032,
,,,0.005792,-0.024,
,,,0.0058,-0.032,
,,,0.005808,-0.024,
,,,0.005816,-0.056,
,,,0.005824,-0.032,
,,,0.005832,-0.024,
,,,0.0058399998,-0.032,
,,,0.005848,-0.024,
,,,0.005856,-0.048,
,,,0.005864,-0.024,
,,,0.005872,-0.016,
,,,0.00588,-0.032,
,,,0.005888,-0.016,
,,,0.005896,-0.048,
,,,0.005904,-0.024,
,,,0.005912,-0.032,
,,,0.00592,-0.040000003,
,,,0.005928,-0.032,
,,,0.005936,-0.080000006,
,,,0.005944,-0.024,
,,,0.005952,-0.016,
,,,0.00596,-0.024,
,,,0.005968,-0.024,
,,,0.005976,-0.032,
,,,0.005984,-0.016,
,,,0.005992,-0.048,
,,,0.006,-0.024,
,,,0.006008,-0.024,
,,,0.006016,-0.048,
,,,0.006024,-0.024,
,,,0.006032,-0.040000003,
,,,0.00604,-0.024,
,,,0.006048,-0.024,
,,,0.006056,-0.032,
,,,0.006064,-0.024,
,,,0.006072,-0.040000003,
,,,0.00608,-0.024,
,,,0.006088,-0.024,
,,,0.006096,-0.032,
,,,0.006104,-0.024,
,,,0.006112,-0.032,
,,,0.00612,-0.024,
,,,0.006128,-0.032,
,,,0.006136,-0.024,
,,,0.006144,-0.024,
,,,0.006152,-0.032,
,,,0.00616,-0.024,
,,,0.006168,-0.040000003,
,,,0.006176,-0.024,
,,,0.006184,-0.024,
,,,0.006192,-0.032,
,,,0.0062,-0.024,
,,,0.006208,-0.040000003,
,,,0.006216,-0.024,
,,,0.006224,-0.024,
,,,0.006232,-0.040000003,
,,,0.00624,-0.024,
,,,0.006248,-0.032,
,,,0.006256,-0.024,
,,,0.006264,-0.024,
,,,0.006272,-0.024,
,,,0.00628,-0.024,
,,,0.006288,-0.032,
,,,0.006296,-0.024,
,,,0.006304,-0.024,
,,,0.006312,-0.024,
,,,0.00632,-0.024,
,,,0.0063279998,-0.032,
,,,0.006336,-0.024,
,,,0.006344,-0.032,
,,,0.006352,-0.024,
,,,0.00636,-0.024,
,,,0.006368,-0.032,
,,,0.006376,-0.024,
,,,0.006384,-0.032,
,,,0.006392,-0.024,
,,,0.0064,-0.024,
,,,0.006408,-0.040000003,
,,,0.006416,-0.024,
,,,0.006424,-0.032,
,,,0.006432,-0.024,
,,,0.00644,-0.024,
,,,0.006448,-0.024,
,,,0.006456,-0.024,
,,,0.006464,-0.032,
,,,0.006472,-0.024,
,,,0.00648,-0.024,
,,,0.006488,-0.024,
,,,0.006496,-0.024,
,,,0.006504,-0.032,
,,,0.0065119998,-0.024,
,,,0.00652,-0.024,
,,,0.006528,-0.024,
,,,0.006536,-0.024,
,,,0.006544,-0.032,
,,,0.006552,-0.024,
,,,0.00656,-0.032,
,,,0.006568,-0.024,
,,,0.006576,-0.024,
,,,0.006584,-0.024,
,,,0.006592,-0.024,
,,,0.0066,-0.024,
,,,0.006608,-0.024,
,,,0.006616,-0.024,
,,,0.006624,-0.024,
,,,0.006632,-0.024,
,,,0.00664,-0.024,
,,,0.006648,-0.024,
,,,0.006656,-0.024,
,,,0.006664,-0.024,
,,,0.006672,-0.024,
,,,0.00668,-0.024,
,,,0.006688,-0.016,
,,,0.0066959998,-0.024,
,,,0.006704,-0.024,
,,,0.006712,-0.024,
,,,0.00672,-0.016,
,,,0.006728,-0.024,
,,,0.006736,-0.024,
,,,0.006744,-0.024,
,,,0.006752,-0.024,
,,,0.00676,-0.024,
,,,0.006768,-0.024,
,,,0.006776,-0.016,
,,,0.006784,-0.024,
,,,0.006792,-0.016,
,,,0.0068,-0.024,
,,,0.006808,-0.024,
,,,0.006816,-0.032,
,,,0.006824,-0.072000004,
,,,0.006832,-0.032,
,,,0.00684,-0.040000003,
,,,0.006848,-0.024,
,,,0.006856,-0.040000003,
,,,0.006864,-0.016,
,,,0.006872,-0.032,
,,,0.00688,-0.024,
,,,0.006888,-0.016,
,,,0.006896,-0.024,
,,,0.006904,-0.024,
,,,0.006912,-0.024,
,,,0.00692,-0.024,
,,,0.006928,-0.024,
,,,0.006936,-0.024,
,,,0.006944,-0.024,
,,,0.006952,-0.024,
,,,0.00696,-0.024,
,,,0.006968,-0.024,
,,,0.006976,-0.024,
,,,0.006984,-0.024,
,,,0.006992,-0.024,
,,,0.0069999998,-0.024,
,,,0.007008,-0.024,
,,,0.007016,-0.024,
,,,0.007024,-0.024,
,,,0.007032,-0.024,
,,,0.00704,-0.024,
,,,0.007048,-0.024,
,,,0.007056,-0.024,
,,,0.007064,-0.016,
,,,0.007072,-0.024,
,,,0.00708,-0.024,
,,,0.007088,-0.024,
,,,0.007096,-0.024,
,,,0.007104,-0.016,
,,,0.007112,-0.024,
,,,0.00712,-0.024,
,,,0.007128,-0.024,
,,,0.007136,-0.024,
,,,0.007144,-0.024,
,,,0.007152,-0.024,
,,,0.00716,-0.024,
,,,0.007168,-0.024,
,,,0.007176,-0.024,
,,,0.0071839998,-0.024,
,,,0.007192,-0.024,
,,,0.0072,-0.024,
,,,0.007208,-0.024,
,,,0.007216,-0.032,
,,,0.007224,-0.024,
,,,0.007232,-0.024,
,,,0.00724,-0.024,
,,,0.007248,-0.016,
,,,0.007256,-0.024,
,,,0.007264,-0.024,
,,,0.007272,-0.024,
,,,0.00728,-0.024,
,,,0.007288,-0.024,
,,,0.007296,-0.024,
,,,0.007304,-0.024,
,,,0.007312,-0.024,
,,,0.00732,-0.024,
,,,0.007328,-0.024,
,,,0.007336,-0.024,
,,,0.007344,-0.024,
,,,0.007352,-0.016,
,,,0.00736,-0.024,
,,,0.0073679998,-0.024,
,,,0.007376,-0.024,
,,,0.007384,-0.024,
,,,0.007392,-0.040000003,
,,,0.0074,-0.024,
,,,0.007408,-0.024,
,,,0.007416,-0.024,
,,,0.007424,-0.024,
,,,0.007432,-0.024,
